threshold,success
0.0,1.0
0.01,0.6376845583924098
0.02,0.6261180107670167
0.03,0.6153829753211449
0.04,0.6044773732743457
0.05,0.5941794147433506
0.06,0.5846703267416449
0.07,0.5765577527850327
0.08,0.568338574702841
0.09,0.5574436330685998
0.1,0.548574169820372
0.11,0.5409519748414263
0.12,0.5330739299610895
0.13,0.5254517349821438
0.14,0.5186503917701615
0.15,0.5115185757688823
0.16,0.5048877991578274
0.17,0.4980971163584031
0.18,0.49139171685944244
0.19,0.48461169447257607
0.2,0.47794893662384735
0.21,0.471168914236981
0.22,0.4639731357603539
0.23,0.45679867810884284
0.24,0.4491338414796653
0.25,0.4425776877565162
0.26,0.435733702894302
0.27,0.42919886999626883
0.28,0.422578753797772
0.29,0.41615052502531846
0.3,0.4102446564682053
0.31,0.40443473162411386
0.32,0.39864612760513835
0.33,0.39302809018709023
0.34,0.3876765630829913
0.35000000000000003,0.38209050690261714
0.36,0.3768562443366558
0.37,0.37132349021907146
0.38,0.36587601940195086
0.39,0.36052449229785194
0.4,0.3551409839560791
0.41000000000000003,0.3499280422152337
0.42,0.3441181173711423
0.43,0.338244230051703
0.44,0.33274345717179254
0.45,0.3271680614039763
0.46,0.32164596769894993
0.47000000000000003,0.3161451948190395
0.48,0.3101966846116945
0.49,0.30408826821597995
0.5,0.29835296625979424
0.51,0.2927669100794201
0.52,0.28623207718138693
0.53,0.28032620862427376
0.54,0.27378071531368264
0.55,0.2672139011779756
0.56,0.26050850167901496
0.5700000000000001,0.25396300836842384
0.58,0.2471829859815575
0.59,0.24021107616864773
0.6,0.23261020201481797
0.61,0.2252012152870316
0.62,0.21740845370715847
0.63,0.2096263525398433
0.64,0.2010660412557966
0.65,0.19268695698523533
0.66,0.1841373061137466
0.67,0.1753957678162145
0.68,0.16677149405681999
0.6900000000000001,0.1581472202974255
0.7000000000000001,0.1490645487980385
0.71,0.13960876285912266
0.72,0.13023826022067053
0.73,0.12119823037151538
0.74,0.11216886093491818
0.75,0.10402430574063216
0.76,0.09466446351473802
0.77,0.0865518895581259
0.78,0.07875912797825275
0.79,0.0714141037258142
0.8,0.0643569106124407
0.81,0.057715473588827886
0.8200000000000001,0.051276584403816425
0.8300000000000001,0.04525345130856564
0.84,0.03977399925377112
0.85,0.0347636053515271
0.86,0.029891796812536644
0.87,0.025307819412611267
0.88,0.020926389851287246
0.89,0.017579020308085922
0.9,0.013986461276051384
0.91,0.010681733383081926
0.92,0.008005969831032462
0.93,0.0057992644315335
0.9400000000000001,0.00417888172272267
0.9500000000000001,0.003091519641810138
0.96,0.0023985928255423486
0.97,0.002004157560897607
0.98,0.0018549117850860828
0.99,0.0018335909599701509
1.0,1.0660412557965993e-05
