threshold,precision
0,0.0
1,0.01931666755503438
2,0.06992164596769895
3,0.1270294760407228
4,0.17455359522413516
5,0.21288843878258087
6,0.24296146260860296
7,0.267725600980758
8,0.28827887639251637
9,0.30536751772293586
10,0.3204520014924578
11,0.33403336709130643
12,0.3461435957571558
13,0.35728372688023025
14,0.3678481957251746
15,0.37789030435477855
16,0.38700495709183946
17,0.3964927242684292
18,0.40452001492457756
19,0.4127605138318853
20,0.42079846490059164
21,0.4284313202920953
22,0.43578700495709183
23,0.44280155642023344
24,0.4496562016950056
25,0.45644688449442994
26,0.46312030275571664
27,0.46954853152817017
28,0.4765844038164277
29,0.48295933052609136
30,0.48967539043760994
31,0.49628484622354885
32,0.5020734502425244
33,0.5081925270507969
34,0.5143649059218591
35,0.52038803901711
36,0.5262512659239913
37,0.5320398699429668
38,0.5377218698363627
39,0.5430840573530196
40,0.5487660572464155
41,0.55424550930121
42,0.560183359095997
43,0.5652683758861468
44,0.5707478279409414
45,0.5764085070092213
46,0.5817813549384361
47,0.5870369383295133
48,0.5925696924470977
49,0.5980917861521241
50,0.6033367091306433
