sequence,frames,auc,pr20,mean_iou,mean_center_error,failure_rate_iou_010,category_tags
dvSave-2021_02_14_16_22_06,553,0.012944694107747123,0.003616636528028933,0.00311071273617437,115.62535086757754,0.9945750452079566,all
video_0039,269,0.013839302145827953,0.01486988847583643,0.004229744919004915,139.48906239128573,0.9962825278810409,all
video_0064,579,0.014911335693154807,0.008635578583765112,0.0051363910848980735,139.49740834616173,0.9896373056994818,all
dvSave-2021_02_06_17_27_53_personFootball,656,0.015047693793769619,0.007621951219512195,0.005267543564338173,191.38100004487546,0.9878048780487805,all
UAV_long_001,2078,0.01582347840173815,0.024542829643888354,0.008092038129984772,100.91264341853045,0.9894128970163619,all
dvSave-2021_02_15_12_44_27_chicken,206,0.01653369220417187,0.019417475728155338,0.0073453686411812545,131.27962579282868,0.9951456310679612,all
dvSave-2021_02_04_21_21_24,200,0.016980198019801978,0.01,0.0072548026702822675,108.03451609301625,0.99,all
roadLight_001,375,0.018112211221122106,0.0026666666666666666,0.00907697664619129,134.82144944192507,0.9893333333333333,all
video_0004,1233,0.0198501601985016,0.0186536901865369,0.012199772176953002,89.86222053367965,0.9837793998377939,all
dvSave-2021_02_06_08_56_40_windowPattern2,178,0.021025698075425522,0.028089887640449437,0.011892779243809048,120.8706866276697,0.9831460674157303,all
dvSave-2021_02_14_16_56_01_house,365,0.02164654821646549,0.00821917808219178,0.01291418916362415,129.62767598368492,0.9780821917808219,all
dvSave-2021_02_06_10_09_04_bottle,518,0.023070453763523083,0.011583011583011582,0.016007117417127348,108.25728669712787,0.9961389961389961,all;small_rigid_object
dightNUM_001,535,0.025242898121587865,0.001869158878504673,0.01672846221907446,127.55071994398881,0.9682242990654205,all
00471_UAV_outdoor6,48,0.026815181518151807,0.125,0.01777801381216455,92.98287769794494,0.9791666666666666,all
video_0070,626,0.027409609970581717,0.020766773162939296,0.01788529960052711,111.22531107050418,0.9728434504792333,all
dvSave-2021_02_12_13_56_29,722,0.028948739749321193,0.02077562326869806,0.020136912937514604,111.87017280998714,0.9626038781163435,all
dvSave-2021_02_15_23_56_17,540,0.030913091309130905,0.024074074074074074,0.021928713407610628,74.29721083607781,0.9277777777777778,all
dvSave-2021_02_15_13_01_16_Duck,297,0.03166983365003166,0.16161616161616163,0.02319986497483129,54.777744309779926,0.9393939393939394,all
dvSave-2021_02_15_10_14_18_chicken,1032,0.032744262798372864,0.06589147286821706,0.024493389014481507,116.57873918169594,0.9437984496124031,all
dvSave-2021_02_04_20_56_55,116,0.035421645612837144,0.04310344827586207,0.027396788739220513,58.564044548927434,0.9051724137931034,all
video_0054,1075,0.0377803361731522,0.08186046511627906,0.029133733117654475,59.35666038965638,0.9562790697674418,all
dvSave-2021_02_15_10_12_19_basketball,1117,0.042041536293289127,0.35899731423455683,0.03587209485026724,38.126632727872746,0.9391226499552372,all
video_0045,44,0.04635463546354634,0.022727272727272728,0.03853160110421063,99.42324492858224,0.8863636363636364,all
dvSave-2021_02_15_10_23_05_boyhead,1153,0.04656814337114545,0.046834345186470075,0.04024030085153205,74.4792325003217,0.9575021682567216,all
dvSave-2021_02_06_17_57_54_personFootball,974,0.04690263687559722,0.04722792607802875,0.03764557413506145,144.31142709849271,0.9507186858316222,all
00514_person_outdoor6,80,0.04715346534653464,0.025,0.04080402032175556,88.1965718603708,0.975,all
dvSave-2021_02_15_12_45_02_Duck,463,0.04762312084340183,0.11879049676025918,0.03919110218974087,96.94259607367246,0.8876889848812095,all
dvSave-2021_02_06_08_56_18_windowPattern,336,0.04965228665723716,0.06845238095238096,0.040989034878377996,123.4453936971024,0.9136904761904762,all
dvSave-2021_02_15_10_23_05_basketall,1000,0.04973267326732673,0.139,0.043378825237228885,63.69903412285073,0.943,all
tennis_long_001,650,0.0507996953541508,0.06923076923076923,0.04196901194277912,167.27507845787588,0.9153846153846154,all
dvSave-2021_02_06_17_41_45_personBasketball,644,0.05150359756472542,0.07142857142857142,0.04260568056094545,79.07041292916146,0.906832298136646,all
dvSave-2021_02_06_17_21_41_personFootball,572,0.05516513189780516,0.08566433566433566,0.046262230318199024,143.5116920232403,0.8986013986013986,all
dvSave-2021_02_06_09_35_08_Pedestrian,811,0.05667126515364237,0.10480887792848335,0.04854671270759328,76.75315207648741,0.8310727496917386,all
dvSave-2021_02_15_10_22_23_boyhead,296,0.06425608777093926,0.07094594594594594,0.05833406549977893,71.1216983121753,0.8817567567567568,all
dvSave-2021_02_06_09_36_15_Pedestrian,407,0.06548762984406548,0.1769041769041769,0.05842742661748727,57.42273765002416,0.8452088452088452,all
dvSave-2021_02_06_09_24_26_Pedestrian1,252,0.06683168316831681,0.15873015873015872,0.05910929938473771,50.961384424365846,0.7896825396825397,all
dvSave-2021_02_15_13_04_57_Duck,519,0.07165340811537803,0.11560693641618497,0.06427178957826872,90.6329065219809,0.7976878612716763,all
dvSave-2021_02_06_10_14_17_paperClip,860,0.07347455675800137,0.4197674418604651,0.06864202358103755,38.26025813228403,0.936046511627907,all
dvSave-2021_02_15_10_22_23_basketball,193,0.07474478017749962,0.24870466321243523,0.06892805466196132,45.432143887219006,0.7461139896373057,all
dvSave-2021_02_15_13_02_21_Chicken,504,0.08457095709570957,0.16468253968253968,0.07729426804538408,83.0348129947375,0.7896825396825397,all
video_0050,1157,0.08473604490959037,0.12013828867761452,0.0762330290617006,61.461583101413446,0.8703543647363872,all
dvSave-2021_02_06_17_20_28_personFootball,520,0.08724295506473724,0.1326923076923077,0.07957675150286242,82.96229385673581,0.8153846153846154,all
video_0076,70,0.08967468175388964,0.2857142857142857,0.08466816265075144,38.4153562267448,0.7714285714285715,all
tennis_long_006,938,0.09043889463573224,0.15458422174840086,0.08226832942572888,153.57064770020193,0.8454157782515992,all
dvSave-2021_02_06_10_17_16_paperClips,1471,0.09176757240645886,0.19782460910944935,0.08572786635482561,61.36118925304845,0.7212780421481985,all
dvSave-2021_02_06_17_47_49_personBasketball,903,0.10058879642117034,0.14174972314507198,0.09291870879124264,74.73097454555325,0.7873754152823921,all
