threshold,success
0.0,1.0
0.01,0.6236980971163584
0.02,0.6074089867277863
0.03,0.5923351633708225
0.04,0.5784020041575609
0.05,0.5647353552582485
0.06,0.5524652204040297
0.07,0.5417941474335056
0.08,0.5308885453867065
0.09,0.5215287031608123
0.1,0.5140557539576781
0.11,0.5072650711582538
0.12,0.5004210862960397
0.13,0.49419540536218753
0.14,0.4878311390650818
0.15,0.48176536431959915
0.16,0.4757209103992325
0.17,0.469900325142583
0.18,0.46415436277383937
0.19,0.45889877938276213
0.2,0.45395234795586586
0.21,0.44932572890570865
0.22,0.44409146633974733
0.23,0.43941154522680026
0.24,0.43528596556686744
0.25,0.4312243483822824
0.26,0.42688556047119025
0.27,0.4226960183359096
0.28,0.4183785512499334
0.29,0.41414636746442085
0.3,0.4104045626565748
0.31,0.40651351207291725
0.32,0.402505196951122
0.33,0.3983689568786312
0.34,0.394349981344278
0.35000000000000003,0.3907467618996855
0.36,0.3872181653429988
0.37,0.3835936250732903
0.38,0.3799690848035819
0.39,0.3763658653589894
0.4,0.3728479292148606
0.41000000000000003,0.36925537018282606
0.42,0.36552422578753796
0.43,0.3619423271680614
0.44,0.3585949576248601
0.45,0.3550450402430574
0.46,0.35135653749800116
0.47000000000000003,0.3470603912371409
0.48,0.34302009487767177
0.49,0.33938489419540535
0.5,0.3353872394861681
0.51,0.3310058099248441
0.52,0.32644315335003465
0.53,0.3220404029635947
0.54,0.31804274825435747
0.55,0.31321358136559885
0.56,0.30873620809125313
0.5700000000000001,0.30367251212621926
0.58,0.29841692873514203
0.59,0.2935984222589414
0.6,0.2883641596929801
0.61,0.28283140557539577
0.62,0.27719204733223174
0.63,0.27152070785139387
0.64,0.26550823516870103
0.65,0.2595917061990299
0.66,0.2528010233996056
0.67,0.24620222802622463
0.68,0.23977399925377113
0.6900000000000001,0.23299397686690476
0.7000000000000001,0.22592612334097328
0.71,0.21882628857736794
0.72,0.21158786845050903
0.73,0.20352859655668673
0.74,0.19558658920100208
0.75,0.1873993923564842
0.76,0.17835936250732903
0.77,0.17005490112467353
0.78,0.1606204360108736
0.79,0.15118597089707372
0.8,0.1413144288683972
0.81,0.13112307446298171
0.8200000000000001,0.12065454933105911
0.8300000000000001,0.11048451575075956
0.84,0.1001545759820905
0.85,0.08936623847342892
0.86,0.07887639251639038
0.87,0.06807739459517083
0.88,0.05784339853952348
0.89,0.047588081658760197
0.9,0.03763125632961996
0.91,0.028164809978146153
0.92,0.02077714407547572
0.93,0.014274292415116465
0.9400000000000001,0.0089654069612494
0.9500000000000001,0.004871808538990459
0.96,0.0022813282874047224
0.97,0.0007355684664996535
0.98,0.00013858536325355792
0.99,2.1320825115931986e-05
1.0,0.0
