threshold,success
0.0,1.0
0.01,0.5941367730931187
0.02,0.5870582591546293
0.03,0.5787004957091839
0.04,0.568338574702841
0.05,0.5575395767816215
0.06,0.547028409999467
0.07,0.5390544214061084
0.08,0.5317626992164597
0.09,0.525718245296093
0.1,0.5202174724161825
0.11,0.5154842492404456
0.12,0.5109109322530782
0.13,0.5066361068173338
0.14,0.5024785459197271
0.15,0.4989925910132722
0.16,0.4950802196044987
0.17,0.49127445232130484
0.18,0.4878631203027557
0.19,0.48478226107350353
0.2,0.48171206225680935
0.21,0.47898299664197
0.22,0.47629657267736264
0.23,0.47349288417461755
0.24,0.4708171206225681
0.25,0.4677682426309898
0.26,0.46473002505196953
0.27,0.4616918074729492
0.28,0.4583764191674218
0.29,0.4553915036511913
0.3,0.45261979638612015
0.31,0.4499546932466286
0.32,0.44723628804434734
0.33,0.44472043068066736
0.34,0.4420553275411758
0.35000000000000003,0.4396780555407494
0.36,0.4371088961142796
0.37,0.4346143595757156
0.38,0.4317893502478546
0.39,0.4288683972069719
0.4,0.4259048025158574
0.41000000000000003,0.42271733916102555
0.42,0.41987100900804863
0.43,0.41700335802995575
0.44,0.41417834870209475
0.45,0.41120409359842225
0.46,0.4079953094184745
0.47000000000000003,0.40499973348968604
0.48,0.4016630243590427
0.49,0.39832631522839934
0.5,0.39500026651031395
0.51,0.3915036511913011
0.52,0.38794307339694045
0.53,0.3839560791002612
0.54,0.38010767016683544
0.55,0.3761419966952721
0.56,0.3719844357976654
0.5700000000000001,0.3674964021107617
0.58,0.36309365172432173
0.59,0.3578593891583604
0.6,0.35277437236821063
0.61,0.34800916795479986
0.62,0.3421566014604765
0.63,0.3362933745535952
0.64,0.3294920313416129
0.65,0.3226054048291669
0.66,0.3157720803795107
0.67,0.30812856457544907
0.68,0.3004957091839454
0.6900000000000001,0.29258568306593463
0.7000000000000001,0.2831938596023666
0.71,0.27333297798624806
0.72,0.2636639837961729
0.73,0.25300357123820694
0.74,0.24218325249187145
0.75,0.23128831085763019
0.76,0.21929534672991846
0.77,0.2071104951761633
0.78,0.19469111454613294
0.79,0.18149352379937103
0.8,0.16821064975214542
0.81,0.15532221096956453
0.8200000000000001,0.14190075155908533
0.8300000000000001,0.12712541975374447
0.84,0.11406641437023612
0.85,0.10081552156068439
0.86,0.08734076008741538
0.87,0.07481477533180535
0.88,0.061894355311550554
0.89,0.05040243057406322
0.9,0.03931560151377858
0.91,0.029465380310218007
0.92,0.020745162837801822
0.93,0.013773253024892063
0.9400000000000001,0.008101913544054155
0.9500000000000001,0.004509354512019615
0.96,0.002089440861361335
0.97,0.0007355684664996535
0.98,0.0001599061883694899
0.99,1.0660412557965993e-05
1.0,0.0
