threshold,success
0.0,1.0
0.01,0.9427533385703064
0.02,0.9426551453260016
0.03,0.9423605655930872
0.04,0.9418695993715632
0.05,0.9415750196386489
0.06,0.941476826394344
0.07,0.9413786331500392
0.08,0.9408876669285153
0.09,0.940593087195601
0.1,0.9403967007069913
0.11,0.9400039277297721
0.12,0.9399057344854674
0.13,0.9399057344854674
0.14,0.9394147682639434
0.15,0.9392183817753339
0.16,0.9388256087981147
0.17,0.9382364493322859
0.18,0.9379418695993715
0.19,0.937254516889238
0.2,0.9361743912018853
0.21,0.9352906520031422
0.22,0.9342105263157895
0.23,0.933523173605656
0.24,0.9327376276512176
0.25,0.9318538884524745
0.26,0.9308719560094265
0.27,0.9297918303220738
0.28,0.9279261586802828
0.29,0.9269442262372348
0.3,0.9247839748625295
0.31,0.923605655930872
0.32,0.9211508248232522
0.33,0.9188923802042419
0.34,0.9154556166535742
0.35000000000000003,0.9125098193244304
0.36,0.9100549882168106
0.37,0.9067164179104478
0.38,0.9028868813825609
0.39,0.8983699921445405
0.4,0.8934603299293009
0.41000000000000003,0.8882560879811469
0.42,0.8803024351924588
0.43,0.8729379418695994
0.44,0.8657698350353495
0.45,0.8583071484681853
0.46,0.8483896307934015
0.47000000000000003,0.8397486252945797
0.48,0.8285545954438335
0.49,0.8177533385703064
0.5,0.8070502749410841
0.51,0.7939905734485467
0.52,0.7814218381775334
0.53,0.7680675569520817
0.54,0.7539277297721917
0.55,0.7373330714846819
0.56,0.7192655145326001
0.5700000000000001,0.6986449332285939
0.58,0.6767478397486253
0.59,0.6521013354281225
0.6,0.628338570306363
0.61,0.605655930871956
0.62,0.5818931657501963
0.63,0.5574430479183032
0.64,0.5320109976433621
0.65,0.5078554595443834
0.66,0.4831107619795758
0.67,0.45924980361351136
0.68,0.4349960722702278
0.6900000000000001,0.411331500392773
0.7000000000000001,0.3873723487824038
0.71,0.3617439120188531
0.72,0.3377847604084839
0.73,0.3124509033778476
0.74,0.28544776119402987
0.75,0.25981932443047917
0.76,0.2321288295365279
0.77,0.20708955223880596
0.78,0.1849960722702278
0.79,0.1622152395915161
0.8,0.1393362136684996
0.81,0.11979575805184603
0.8200000000000001,0.10172820109976434
0.8300000000000001,0.08699921445404556
0.84,0.07246661429693638
0.85,0.05979968578161823
0.86,0.04752553024351924
0.87,0.0360369206598586
0.88,0.02778868813825609
0.89,0.021111547525530242
0.9,0.015121759622937941
0.91,0.010604870384917517
0.92,0.007462686567164179
0.93,0.0048114689709348
0.9400000000000001,0.0027494108405341712
0.9500000000000001,0.0014728986645718774
0.96,0.0007855459544383347
0.97,0.0002945797329143755
0.98,0.00019638648860958367
0.99,0.00019638648860958367
1.0,0.00019638648860958367
