threshold,success
0.0,1.0
0.01,0.9217933252915159
0.02,0.9208551132555958
0.03,0.9199504087923871
0.04,0.9188614126792655
0.05,0.9177389089934325
0.06,0.9165996515212438
0.07,0.9154101326899879
0.08,0.9142541214314435
0.09,0.9131986328910334
0.1,0.9120258678461333
0.11,0.9109703793057231
0.12,0.9095630612518429
0.13,0.9083567886342313
0.14,0.9070332395121298
0.15,0.9056259214582496
0.16,0.9040008041817451
0.17,0.9020071036054148
0.18,0.9000804181745075
0.19,0.8979024259482643
0.2,0.895975740517357
0.21,0.893311888486798
0.22,0.8907653129607291
0.23,0.8879171692802573
0.24,0.8847171960863155
0.25,0.8814837153196623
0.26,0.8776638520305589
0.27,0.8736094357324755
0.28,0.8694712505026135
0.29,0.8643445918777644
0.3,0.8596032703390967
0.31,0.8549624715185632
0.32,0.8501373810481169
0.33,0.8440892641737032
0.34,0.8382421927355582
0.35000000000000003,0.8320767993566546
0.36,0.8255260688915695
0.37,0.8187240316311486
0.38,0.8107157217531162
0.39,0.8025566277978823
0.4,0.7947158557834071
0.41000000000000003,0.7854007505696288
0.42,0.7759851226377161
0.43,0.7659831121833535
0.44,0.7564334539605951
0.45,0.7465487200107225
0.46,0.7349886074252782
0.47000000000000003,0.7240818925077067
0.48,0.7114495375954966
0.49,0.6992192735558236
0.5,0.6856151990349819
0.51,0.6724634767457446
0.52,0.6590604476611714
0.53,0.6445684224634768
0.54,0.6294732609569763
0.55,0.6138084707143815
0.56,0.597590805522048
0.5700000000000001,0.5812726176115802
0.58,0.5640999865969709
0.59,0.5463409730599116
0.6,0.528414421659295
0.61,0.5094658892909798
0.62,0.4904000804181745
0.63,0.4703290443640263
0.64,0.4499229325827637
0.65,0.42914823750167536
0.66,0.40828977348880846
0.67,0.387582093553143
0.68,0.36573515614528884
0.6900000000000001,0.34496046106420053
0.7000000000000001,0.32488942501005225
0.71,0.30460058973327975
0.72,0.28349081892507705
0.73,0.2630009382120359
0.74,0.24194142876290042
0.75,0.2221887146495108
0.76,0.20342447393110843
0.77,0.18335343787696018
0.78,0.16564468569896798
0.79,0.14751708886208284
0.8,0.1301266586248492
0.81,0.11404302372336148
0.8200000000000001,0.09894786221686101
0.8300000000000001,0.08448934459187776
0.84,0.07024862618951883
0.85,0.058068623508913016
0.86,0.0467095563597373
0.87,0.03742795871867042
0.88,0.029285618549792253
0.89,0.022550596434794262
0.9,0.01661975606487066
0.91,0.011861680739847206
0.92,0.008192601527945315
0.93,0.005260688915694947
0.9400000000000001,0.0029654201849618014
0.9500000000000001,0.0016418710628602064
0.96,0.000854443104141536
0.97,0.0004858598043157754
0.98,0.0002010454362685967
0.99,0.00015078407720144752
1.0,0.00015078407720144752
