threshold,success
0.0,1.0
0.01,0.6105644688449443
0.02,0.5942220563935824
0.03,0.5822397526784286
0.04,0.5709183945418688
0.05,0.5603859069345983
0.06,0.5508768189328928
0.07,0.5428601886893023
0.08,0.5341932732796759
0.09,0.526325888811897
0.1,0.5183732210436544
0.11,0.5113693299930707
0.12,0.5046532700815521
0.13,0.49835296625979425
0.14,0.4914876605724642
0.15,0.4859549064548798
0.16,0.4797505463461436
0.17,0.4741005276904216
0.18,0.4689941900751559
0.19,0.46431426896220884
0.2,0.45974095197484144
0.21,0.4549544267363147
0.22,0.45032780768615743
0.23,0.4461489259634348
0.24,0.44224721496721925
0.25,0.437919087468685
0.26,0.43355897873247695
0.27,0.4296572677362614
0.28,0.4259048025158574
0.29,0.4218431853312723
0.3,0.4180480784606364
0.31,0.4143489153030222
0.32,0.41045786471936463
0.33,0.40691860775011995
0.34,0.4039230318213315
0.35000000000000003,0.4004690581525505
0.36,0.3968551782954
0.37,0.39328394008848144
0.38,0.38970204146900483
0.39,0.3859602366611588
0.4,0.38251692340493576
0.41000000000000003,0.37879643942220564
0.42,0.3749480304887799
0.43,0.37134481104418743
0.44,0.36744310004797187
0.45,0.3633495016257129
0.46,0.35972496135600446
0.47000000000000003,0.35549277757049197
0.48,0.3515271040989286
0.49,0.347337561963648
0.5,0.34314801982836735
0.51,0.3390650818186664
0.52,0.3345130856564149
0.53,0.32986514578114173
0.54,0.32531314961889024
0.55,0.32011086829060287
0.56,0.3147700015990619
0.5700000000000001,0.3096636639837962
0.58,0.3048238366824796
0.59,0.29922712008954744
0.6,0.29368370555940515
0.61,0.28801236607856723
0.62,0.28218112040935983
0.63,0.2760513831885294
0.64,0.27032674164490167
0.65,0.26412238153616546
0.66,0.2576515111134801
0.67,0.25094611161451946
0.68,0.24383561643835616
0.6900000000000001,0.23627738393475828
0.7000000000000001,0.2287191514311604
0.71,0.220372048398273
0.72,0.2121315494909653
0.73,0.204072277597143
0.74,0.1950748893982197
0.75,0.18619476573743404
0.76,0.17741058578967006
0.77,0.1676776291242471
0.78,0.1577741058578967
0.79,0.14764671392782902
0.8,0.13782847396194234
0.81,0.1270188156281648
0.8200000000000001,0.1165183092585683
0.8300000000000001,0.10528223442247214
0.84,0.09398219711102819
0.85,0.08279942433772187
0.86,0.0719151431160386
0.87,0.06103086189435531
0.88,0.05056233676243271
0.89,0.04057353019561857
0.9,0.031629444059485104
0.91,0.02413517403123501
0.92,0.016992697617397794
0.93,0.011289376898885987
0.9400000000000001,0.006886626512446032
0.9500000000000001,0.003635200682266404
0.96,0.0018016097222962528
0.97,0.0005543414530142317
0.98,7.462288790576195e-05
0.99,1.0660412557965993e-05
1.0,0.0
